2459314.500000000, A.D. 2021-Apr-10 00:00:00.0000,  1.529235845490765E+01, -3.075180334939644E+01, -8.223657834762815E-01,
2459315.500000000, A.D. 2021-Apr-11 00:00:00.0000,  1.528960377197294E+01, -3.073494262994812E+01, -8.233566125161244E-01,
2459316.500000000, A.D. 2021-Apr-12 00:00:00.0000,  1.528651104915713E+01, -3.071826868549807E+01, -8.243700645926141E-01,
2459317.500000000, A.D. 2021-Apr-13 00:00:00.0000,  1.528307174336707E+01, -3.070174326118813E+01, -8.253183832509099E-01,
2459318.500000000, A.D. 2021-Apr-14 00:00:00.0000,  1.527934174863758E+01, -3.068529431128356E+01, -8.261718597690607E-01,
2459319.500000000, A.D. 2021-Apr-15 00:00:00.0000,  1.527539346263461E+01, -3.066888463263922E+01, -8.269853080266978E-01,
2459320.500000000, A.D. 2021-Apr-16 00:00:00.0000,  1.527125332713872E+01, -3.065254926015033E+01, -8.278491541982184E-01,
2459321.500000000, A.D. 2021-Apr-17 00:00:00.0000,  1.526688045513218E+01, -3.063636841776666E+01, -8.288088559262907E-01,
2459322.500000000, A.D. 2021-Apr-18 00:00:00.0000,  1.526220533965694E+01, -3.062040010244245E+01, -8.298243480092019E-01,
2459323.500000000, A.D. 2021-Apr-19 00:00:00.0000,  1.525719425588807E+01, -3.060463231572370E+01, -8.308057593438548E-01,
2459324.500000000, A.D. 2021-Apr-20 00:00:00.0000,  1.525188184306989E+01, -3.058899769631186E+01, -8.316936759270269E-01,
2459325.500000000, A.D. 2021-Apr-21 00:00:00.0000,  1.524634267923664E+01, -3.057343750789396E+01, -8.325121715428979E-01,
2459326.500000000, A.D. 2021-Apr-22 00:00:00.0000,  1.524062733578371E+01, -3.055795773679538E+01, -8.333472881520388E-01,
2459327.500000000, A.D. 2021-Apr-23 00:00:00.0000,  1.523471995298174E+01, -3.054262735206024E+01, -8.342703416922692E-01,
2459328.500000000, A.D. 2021-Apr-24 00:00:00.0000,  1.522855502480887E+01, -3.052752034996443E+01, -8.352743415297161E-01,
2459329.500000000, A.D. 2021-Apr-25 00:00:00.0000,  1.522207850288964E+01, -3.051265312536542E+01, -8.362801663985291E-01,
2459330.500000000, A.D. 2021-Apr-26 00:00:00.0000,  1.521529874609021E+01, -3.049797310386558E+01, -8.372071774729248E-01,
2459331.500000000, A.D. 2021-Apr-27 00:00:00.0000,  1.520828168822014E+01, -3.048340891640441E+01, -8.380451994123050E-01,
2459332.500000000, A.D. 2021-Apr-28 00:00:00.0000,  1.520109457825050E+01, -3.046893723508553E+01, -8.388635174951367E-01,
2459333.500000000, A.D. 2021-Apr-29 00:00:00.0000,  1.519374858949547E+01, -3.045460666939887E+01, -8.397490415370612E-01,
2459334.500000000, A.D. 2021-Apr-30 00:00:00.0000,  1.518619136808512E+01, -3.044049758764658E+01, -8.407288027876726E-01,
2459335.500000000, A.D. 2021-May-01 00:00:00.0000,  1.517835619060719E+01, -3.042665362445084E+01, -8.417457546421045E-01,
2459336.500000000, A.D. 2021-May-02 00:00:00.0000,  1.517022404540683E+01, -3.041304592651193E+01, -8.427096047731497E-01,
2459337.500000000, A.D. 2021-May-03 00:00:00.0000,  1.516184317798944E+01, -3.039960219758175E+01, -8.435774033244746E-01,
2459338.500000000, A.D. 2021-May-04 00:00:00.0000,  1.515328863593565E+01, -3.038627456459812E+01, -8.443918043380878E-01,
2459339.500000000, A.D. 2021-May-05 00:00:00.0000,  1.514459807844455E+01, -3.037308558357028E+01, -8.452429441374654E-01,
2459340.500000000, A.D. 2021-May-06 00:00:00.0000,  1.513574106836041E+01, -3.036011146857396E+01, -8.461880785869678E-01,
2459341.500000000, A.D. 2021-May-07 00:00:00.0000,  1.512664914059502E+01, -3.034741748778078E+01, -8.472004938161425E-01,
2459342.500000000, A.D. 2021-May-08 00:00:00.0000,  1.511727996348692E+01, -3.033500299215218E+01, -8.481932746841980E-01,
2459343.500000000, A.D. 2021-May-09 00:00:00.0000,  1.510765834364553E+01, -3.032280521743739E+01, -8.490968997874793E-01,
2459344.500000000, A.D. 2021-May-10 00:00:00.0000,  1.509785734788995E+01, -3.031075851906577E+01, -8.499212963430834E-01,
2459345.500000000, A.D. 2021-May-11 00:00:00.0000,  1.508793649004759E+01, -3.029885602282800E+01, -8.507469286002567E-01,
2459346.500000000, A.D. 2021-May-12 00:00:00.0000,  1.507789217365554E+01, -3.028715874567962E+01, -8.516530606077017E-01,
2459347.500000000, A.D. 2021-May-13 00:00:00.0000,  1.506766444309325E+01, -3.027574415657498E+01, -8.526471084004035E-01,
2459348.500000000, A.D. 2021-May-14 00:00:00.0000,  1.505719407893402E+01, -3.026463991092220E+01, -8.536579810076984E-01,
2459349.500000000, A.D. 2021-May-15 00:00:00.0000,  1.504647919556158E+01, -3.025380187233476E+01, -8.545995307173559E-01,
2459350.500000000, A.D. 2021-May-16 00:00:00.0000,  1.503558069741926E+01, -3.024315617253453E+01, -8.554474938427248E-01,
2459351.500000000, A.D. 2021-May-17 00:00:00.0000,  1.502457172717624E+01, -3.023266766549303E+01, -8.562611093541709E-01,
2459352.500000000, A.D. 2021-May-18 00:00:00.0000,  1.501347633233741E+01, -3.022237364314138E+01, -8.571302720201737E-01,
2459353.500000000, A.D. 2021-May-19 00:00:00.0000,  1.500225194346959E+01, -3.021235289182968E+01, -8.580954251560008E-01,
2459354.500000000, A.D. 2021-May-20 00:00:00.0000,  1.499083123596270E+01, -3.020265762596912E+01, -8.591114677381045E-01,
