2459317.500000000, A.D. 2021-Apr-13 00:00:00.0000, -7.145164529352771E-01,  1.468828797071404E+00,  4.814333318011314E-02,
2459318.500000000, A.D. 2021-Apr-14 00:00:00.0000, -7.265691203291256E-01,  1.463872273385997E+00,  4.833531190112288E-02,
2459319.500000000, A.D. 2021-Apr-15 00:00:00.0000, -7.385723595055813E-01,  1.458815521685698E+00,  4.852397784162851E-02,
2459320.500000000, A.D. 2021-Apr-16 00:00:00.0000, -7.505254232493970E-01,  1.453659042449927E+00,  4.870932315963011E-02,
2459321.500000000, A.D. 2021-Apr-17 00:00:00.0000, -7.624275694007295E-01,  1.448403340138931E+00,  4.889134022089807E-02,
2459322.500000000, A.D. 2021-Apr-18 00:00:00.0000, -7.742780608469160E-01,  1.443048923149382E+00,  4.907002159786537E-02,
2459323.500000000, A.D. 2021-Apr-19 00:00:00.0000, -7.860761655129781E-01,  1.437596303770463E+00,  4.924536006801718E-02,
2459324.500000000, A.D. 2021-Apr-20 00:00:00.0000, -7.978211563521650E-01,  1.432045998139831E+00,  4.941734861232865E-02,
2459325.500000000, A.D. 2021-Apr-21 00:00:00.0000, -8.095123113376700E-01,  1.426398526200236E+00,  4.958598041434308E-02,
2459326.500000000, A.D. 2021-Apr-22 00:00:00.0000, -8.211489134548586E-01,  1.420654411657589E+00,  4.975124885966010E-02,
2459327.500000000, A.D. 2021-Apr-23 00:00:00.0000, -8.327302506924736E-01,  1.414814181940000E+00,  4.991314753506673E-02,
2459328.500000000, A.D. 2021-Apr-24 00:00:00.0000, -8.442556160326431E-01,  1.408878368156647E+00,  5.007167022711773E-02,
2459329.500000000, A.D. 2021-Apr-25 00:00:00.0000, -8.557243074409381E-01,  1.402847505056305E+00,  5.022681092070731E-02,
2459330.500000000, A.D. 2021-Apr-26 00:00:00.0000, -8.671356278571739E-01,  1.396722130986827E+00,  5.037856379805944E-02,
2459331.500000000, A.D. 2021-Apr-27 00:00:00.0000, -8.784888851862028E-01,  1.390502787856695E+00,  5.052692323788895E-02,
2459332.500000000, A.D. 2021-Apr-28 00:00:00.0000, -8.897833922878821E-01,  1.384190021097905E+00,  5.067188381432073E-02,
2459333.500000000, A.D. 2021-Apr-29 00:00:00.0000, -9.010184669666897E-01,  1.377784379628519E+00,  5.081344029564339E-02,
2459334.500000000, A.D. 2021-Apr-30 00:00:00.0000, -9.121934319619908E-01,  1.371286415814506E+00,  5.095158764330599E-02,
2459335.500000000, A.D. 2021-May-01 00:00:00.0000, -9.233076149389844E-01,  1.364696685432348E+00,  5.108632101126688E-02,
2459336.500000000, A.D. 2021-May-02 00:00:00.0000, -9.343603484792051E-01,  1.358015747633367E+00,  5.121763574526132E-02,
2459337.500000000, A.D. 2021-May-03 00:00:00.0000, -9.453509700697595E-01,  1.351244164909019E+00,  5.134552738154716E-02,
2459338.500000000, A.D. 2021-May-04 00:00:00.0000, -9.562788220920280E-01,  1.344382503056009E+00,  5.146999164536656E-02,
2459339.500000000, A.D. 2021-May-05 00:00:00.0000, -9.671432518112663E-01,  1.337431331141582E+00,  5.159102444981828E-02,
2459340.500000000, A.D. 2021-May-06 00:00:00.0000, -9.779436113673645E-01,  1.330391221470093E+00,  5.170862189535866E-02,
2459341.500000000, A.D. 2021-May-07 00:00:00.0000, -9.886792577654463E-01,  1.323262749550878E+00,  5.182278026933584E-02,
2459342.500000000, A.D. 2021-May-08 00:00:00.0000, -9.993495528653152E-01,  1.316046494066267E+00,  5.193349604497537E-02,
2459343.500000000, A.D. 2021-May-09 00:00:00.0000, -1.009953863370480E+00,  1.308743036838951E+00,  5.204076588007124E-02,
2459344.500000000, A.D. 2021-May-10 00:00:00.0000, -1.020491560817913E+00,  1.301352962799515E+00,  5.214458661597050E-02,
2459345.500000000, A.D. 2021-May-11 00:00:00.0000, -1.030962021568366E+00,  1.293876859955603E+00,  5.224495527689269E-02,
2459346.500000000, A.D. 2021-May-12 00:00:00.0000, -1.041364626796140E+00,  1.286315319362895E+00,  5.234186906910595E-02,
2459347.500000000, A.D. 2021-May-13 00:00:00.0000, -1.051698762478201E+00,  1.278668935096419E+00,  5.243532537981634E-02,
2459348.500000000, A.D. 2021-May-14 00:00:00.0000, -1.061963819383783E+00,  1.270938304221088E+00,  5.252532177617135E-02,
2459349.500000000, A.D. 2021-May-15 00:00:00.0000, -1.072159193065070E+00,  1.263124026762127E+00,  5.261185600469588E-02,
2459350.500000000, A.D. 2021-May-16 00:00:00.0000, -1.082284283848125E+00,  1.255226705676836E+00,  5.269492599088479E-02,
2459351.500000000, A.D. 2021-May-17 00:00:00.0000, -1.092338496822862E+00,  1.247246946827682E+00,  5.277452983838815E-02,
2459352.500000000, A.D. 2021-May-18 00:00:00.0000, -1.102321241832079E+00,  1.239185358955485E+00,  5.285066582770978E-02,
2459353.500000000, A.D. 2021-May-19 00:00:00.0000, -1.112231933460870E+00,  1.231042553652312E+00,  5.292333241498048E-02,
2459354.500000000, A.D. 2021-May-20 00:00:00.0000, -1.122069991027360E+00,  1.222819145335184E+00,  5.299252823134003E-02,
2459355.500000000, A.D. 2021-May-21 00:00:00.0000, -1.131834838574086E+00,  1.214515751221343E+00,  5.305825208269582E-02,
2459356.500000000, A.D. 2021-May-22 00:00:00.0000, -1.141525904858707E+00,  1.206132991304144E+00,  5.312050294917336E-02,
2459357.500000000, A.D. 2021-May-23 00:00:00.0000, -1.151142623343968E+00,  1.197671488328309E+00,  5.317927998408285E-02,
