2459303.500000000, A.D. 2021-Mar-30 00:00:00.0000,  3.531594422754542E+00, -3.620229681286253E+00, -6.399230774912584E-02,  5.309235204112876E-03,  5.625734922157203E-03, -1.421030250504387E-04,  2.921197402439295E-02,  5.057896512142968E+00, -3.177790616979055E-04,
2459304.500000000, A.D. 2021-Mar-31 00:00:00.0000,  3.536899518522747E+00, -3.614600194103631E+00, -6.413435417022355E-02,  5.301580305770008E-03,  5.633423975672491E-03, -1.419735792626319E-04,  2.921014059346328E-02,  5.057579063418117E+00, -3.168142625432458E-04,
2459305.500000000, A.D. 2021-Apr-01 00:00:00.0000,  3.542197065600804E+00, -3.608961985517265E+00, -6.427623081187024E-02,  5.293017849756055E-03,  5.642535010359189E-03, -1.418029025104246E-04,  2.920830890917894E-02,  5.057261917115531E+00, -3.174973985888130E-04,
2459306.500000000, A.D. 2021-Apr-02 00:00:00.0000,  3.547486354665059E+00, -3.603315618256049E+00, -6.441796427954438E-02,  5.285763076412303E-03,  5.650888572547409E-03, -1.416358255231655E-04,  2.920647844715031E-02,  5.056944982439959E+00, -3.167206241974217E-04,
2459307.500000000, A.D. 2021-Apr-03 00:00:00.0000,  3.552767340366668E+00, -3.597660053178561E+00, -6.455951672304601E-02,  5.276121878008366E-03,  5.659416199205665E-03, -1.415009259285102E-04,  2.920464475893964E-02,  5.056627489168283E+00, -3.177388218253235E-04,
2459308.500000000, A.D. 2021-Apr-04 00:00:00.0000,  3.558039646975436E+00, -3.591996878544448E+00, -6.470095399806483E-02,  5.268327782556771E-03,  5.667477452365944E-03, -1.413560319067857E-04,  2.920281286619644E-02,  5.056310306772162E+00, -3.171277526727235E-04,
2459309.500000000, A.D. 2021-Apr-05 00:00:00.0000,  3.563303425121664E+00, -3.586325713483786E+00, -6.484225834820971E-02,  5.259849834801093E-03,  5.674456724017958E-03, -1.412568557022690E-04,  2.920098181157200E-02,  5.055993269491809E+00, -3.162286080444122E-04,
2459310.500000000, A.D. 2021-Apr-06 00:00:00.0000,  3.568559932789492E+00, -3.580646845719153E+00, -6.498341774832760E-02,  5.252430584888574E-03,  5.683608561516795E-03, -1.410614567891667E-04,  2.919915790101184E-02,  5.055677469167838E+00, -3.161228316636247E-04,
2459311.500000000, A.D. 2021-Apr-07 00:00:00.0000,  3.573807975670499E+00, -3.574959505698435E+00, -6.512442328060637E-02,  5.244312470731235E-03,  5.691065019049021E-03, -1.409398661512535E-04,  2.919733313477727E-02,  5.055361520688437E+00, -3.153053680861528E-04,
2459312.500000000, A.D. 2021-Apr-08 00:00:00.0000,  3.579048305365681E+00, -3.569263783913048E+00, -6.526526646146592E-02,  5.235753152801915E-03,  5.700062188599122E-03, -1.407660459099602E-04,  2.919551096732551E-02,  5.055046022174332E+00, -3.158873225823552E-04,
2459313.500000000, A.D. 2021-Apr-09 00:00:00.0000,  3.584280133470235E+00, -3.563560091422383E+00, -6.540596958591424E-02,  5.228291332591189E-03,  5.707918332685451E-03, -1.406124279743471E-04,  2.919368987071694E-02,  5.054730709070977E+00, -3.148837038956488E-04,
2459314.500000000, A.D. 2021-Apr-10 00:00:00.0000,  3.589503755510255E+00, -3.557847489196766E+00, -6.554649264580224E-02,  5.218671958056163E-03,  5.716504298801491E-03, -1.404669679769752E-04,  2.919186724002500E-02,  5.054415130349319E+00, -3.159219644590042E-04,
2459315.500000000, A.D. 2021-Apr-11 00:00:00.0000,  3.594718518397338E+00, -3.552127449099440E+00, -6.568690168345155E-02,  5.210868384659255E-03,  5.724158278340078E-03, -1.403295991514296E-04,  2.919004639911664E-02,  5.054099861519084E+00, -3.150149168509831E-04,
2459316.500000000, A.D. 2021-Apr-12 00:00:00.0000,  3.599924806008374E+00, -3.546399568005764E+00, -6.582717540106484E-02,  5.202202390502246E-03,  5.731078617458968E-03, -1.402286301321141E-04,  2.918822727961690E-02,  5.053784890741510E+00, -3.142053889146675E-04,
2459317.500000000, A.D. 2021-Apr-13 00:00:00.0000,  3.605123779009462E+00, -3.540664339063229E+00, -6.596731084384561E-02,  5.195118116054757E-03,  5.739903036047268E-03, -1.400330608476791E-04,  2.918641666202047E-02,  5.053471392022862E+00, -3.136039381779793E-04,
2459318.500000000, A.D. 2021-Apr-14 00:00:00.0000,  3.610314466246336E+00, -3.534920641111059E+00, -6.610728301619265E-02,  5.186888650119165E-03,  5.747316800429890E-03, -1.399082281750934E-04,  2.918460602290549E-02,  5.053157889578394E+00, -3.128263043064065E-04,
2459319.500000000, A.D. 2021-Apr-15 00:00:00.0000,  3.615497563193648E+00, -3.529168720893938E+00, -6.624709074320996E-02,  5.178642568725473E-03,  5.756390700247171E-03, -1.397212613276741E-04,  2.918279925088718E-02,  5.052845056700957E+00, -3.132192402184247E-04,
2459320.500000000, A.D. 2021-Apr-16 00:00:00.0000,  3.620672167485475E+00, -3.523408701773999E+00, -6.638674803888213E-02,  5.171086682092564E-03,  5.764118276417937E-03, -1.395679419133620E-04,  2.918099313710848E-02,  5.052532337794176E+00, -3.121740348073936E-04,
2459321.500000000, A.D. 2021-Apr-17 00:00:00.0000,  3.625838752290225E+00, -3.517639747097937E+00, -6.652621538790024E-02,  5.161600958019233E-03,  5.773107422075889E-03, -1.393995164885650E-04,  2.917918628475169E-02,  5.052219491006563E+00, -3.133881327355867E-04,
2459322.500000000, A.D. 2021-Apr-18 00:00:00.0000,  3.630996280867463E+00, -3.511863117493606E+00, -6.666555691238542E-02,  5.153629775676440E-03,  5.780716970656474E-03, -1.392603306025239E-04,  2.917737949084859E-02,  5.051906654339893E+00, -3.125537374323805E-04,
