2459303.500000000, A.D. 2021-Mar-30 00:00:00.0000,  7.497075944472160E-03, -2.534749343667157E-03,  5.599187238985819E-04,  1.037426927795214E-03,  2.752352991557557E-03, -1.522275750481910E-03,  4.582159931813676E-05,  7.933763982485012E-03, -6.454334930347860E-06,
2459304.500000000, A.D. 2021-Mar-31 00:00:00.0000,  7.879573535529941E-03,  3.522452727507688E-04, -9.665286238196827E-04, -2.821988676207845E-04,  2.939864578647736E-03, -1.487489895566060E-03,  4.589481888063639E-05,  7.946441556738577E-03,  3.141635551202057E-05,
2459305.500000000, A.D. 2021-Apr-01 00:00:00.0000,  6.953415128135411E-03,  3.181671062036881E-03, -2.332934907709197E-03, -1.540412788516362E-03,  2.640839986412494E-03, -1.207994064549090E-03,  4.617367000993518E-05,  7.994723133091816E-03,  6.370778449843452E-05,
2459306.500000000, A.D. 2021-Apr-02 00:00:00.0000,  4.891725676245603E-03,  5.493621901321573E-03, -3.319447874417430E-03, -2.522088147875674E-03,  1.923333100535858E-03, -7.403041002727760E-04,  4.660939761422608E-05,  8.070167029082790E-03,  8.501712090007527E-05,
2459307.500000000, A.D. 2021-Apr-03 00:00:00.0000,  2.051348895882460E-03,  6.934984167236167E-03, -3.779572508971954E-03, -3.080437696001045E-03,  9.267827143593155E-04, -1.709269597593394E-04,  4.712879794696675E-05,  8.160098408906049E-03,  9.242557924901560E-05,
2459308.500000000, A.D. 2021-Apr-04 00:00:00.0000, -1.107016748129530E-03,  7.311188754682740E-03, -3.658894409166616E-03, -3.155056658365326E-03, -1.779429593791314E-04,  4.060310330969692E-04,  4.764941772355416E-05,  8.250240928886220E-03,  8.558553958120712E-05,
2459309.500000000, A.D. 2021-Apr-05 00:00:00.0000, -4.103020555325989E-03,  6.599003115665044E-03, -2.993286275353650E-03, -2.764423764611552E-03, -1.223896919178020E-03,  9.063445714946466E-04,  4.809359200745098E-05,  8.327147322114883E-03,  6.641400217086333E-05,
2459310.500000000, A.D. 2021-Apr-06 00:00:00.0000, -6.506292897168817E-03,  4.930255507172812E-03, -1.893581817536758E-03, -1.986331660443995E-03, -2.070488503909909E-03,  1.265282452401627E-03,  4.839902237197605E-05,  8.380030950388135E-03,  3.815050097131623E-05,
2459311.500000000, A.D. 2021-Apr-07 00:00:00.0000, -7.985113506718019E-03,  2.559838731851294E-03, -5.242314232509649E-04, -9.373154794033259E-04, -2.612950043457870E-03,  1.440442454216509E-03,  4.852453935930363E-05,  8.401763543053345E-03,  4.845955365171484E-06,
2459312.500000000, A.D. 2021-Apr-08 00:00:00.0000, -8.337250859140260E-03, -1.718526378742410E-04,  9.191329077955104E-04,  2.423048208544712E-04, -2.785357693471871E-03,  1.411814901867676E-03,  4.845384193442798E-05,  8.389522663392235E-03, -2.906476119763518E-05,
